TRACE: [Apr 22 2023 | 17:27:18] Starting the server
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":51,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":51,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":2,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":2,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 2
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":51,"from_id":1,"sending_date":22042023,"sending_time":1522,"context":"Edited","username":"You"},{"id":50,"from_id":1,"sending_date":22042023,"sending_time":1501,"context":"Edited","username":"You"},{"id":24,"from_id":3,"sending_date":22042023,"sending_time":1324,"context":"Now it's 13:24","username":"User1"},{"id":23,"from_id":1,"sending_date":22042023,"sending_time":1320,"context":"Time is 13:20 rn","username":"You"},{"id":22,"from_id":1,"sending_date":22042023,"sending_time":1051,"context":"Time is 10:51","username":"You"},{"id":21,"from_id":1,"sending_date":22042023,"sending_time":1007,"context":"00:45","username":"You"},{"id":20,"from_id":1,"sending_date":22042023,"sending_time":1006,"context":"00:45 again","username":"You"},{"id":19,"from_id":1,"sending_date":22042023,"sending_time":957,"context":"Edited","username":"You"},{"id":18,"from_id":1,"sending_date":22042023,"sending_time":956,"context":"00:45 should be","username":"You"},{"id":17,"from_id":1,"sending_date":22042023,"sending_time":954,"context":"00:51 should be","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":51,"from_id":1,"sending_date":22042023,"sending_time":1522,"context":"Edited","username":"You"},{"id":50,"from_id":1,"sending_date":22042023,"sending_time":1501,"context":"Edited","username":"You"},{"id":24,"from_id":3,"sending_date":22042023,"sending_time":1324,"context":"Now it's 13:24","username":"User1"},{"id":23,"from_id":1,"sending_date":22042023,"sending_time":1320,"context":"Time is 13:20 rn","username":"You"},{"id":22,"from_id":1,"sending_date":22042023,"sending_time":1051,"context":"Time is 10:51","username":"You"},{"id":21,"from_id":1,"sending_date":22042023,"sending_time":1007,"context":"00:45","username":"You"},{"id":20,"from_id":1,"sending_date":22042023,"sending_time":1006,"context":"00:45 again","username":"You"},{"id":19,"from_id":1,"sending_date":22042023,"sending_time":957,"context":"Edited","username":"You"},{"id":18,"from_id":1,"sending_date":22042023,"sending_time":956,"context":"00:45 should be","username":"You"},{"id":17,"from_id":1,"sending_date":22042023,"sending_time":954,"context":"00:51 should be","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":2,"mode":2,"start_id":51,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":2,"mode":2,"start_id":51,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 2
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":51,"from_id":1,"sending_date":22042023,"sending_time":1522,"context":"Edited","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":51,"from_id":1,"sending_date":22042023,"sending_time":1522,"context":"Edited","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":2,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":2,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 2
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":51,"from_id":1,"sending_date":22042023,"sending_time":1522,"context":"Edited","username":"You"},{"id":50,"from_id":1,"sending_date":22042023,"sending_time":1501,"context":"Edited","username":"You"},{"id":24,"from_id":3,"sending_date":22042023,"sending_time":1324,"context":"Now it's 13:24","username":"User1"},{"id":23,"from_id":1,"sending_date":22042023,"sending_time":1320,"context":"Time is 13:20 rn","username":"You"},{"id":22,"from_id":1,"sending_date":22042023,"sending_time":1051,"context":"Time is 10:51","username":"You"},{"id":21,"from_id":1,"sending_date":22042023,"sending_time":1007,"context":"00:45","username":"You"},{"id":20,"from_id":1,"sending_date":22042023,"sending_time":1006,"context":"00:45 again","username":"You"},{"id":19,"from_id":1,"sending_date":22042023,"sending_time":957,"context":"Edited","username":"You"},{"id":18,"from_id":1,"sending_date":22042023,"sending_time":956,"context":"00:45 should be","username":"You"},{"id":17,"from_id":1,"sending_date":22042023,"sending_time":954,"context":"00:51 should be","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":51,"from_id":1,"sending_date":22042023,"sending_time":1522,"context":"Edited","username":"You"},{"id":50,"from_id":1,"sending_date":22042023,"sending_time":1501,"context":"Edited","username":"You"},{"id":24,"from_id":3,"sending_date":22042023,"sending_time":1324,"context":"Now it's 13:24","username":"User1"},{"id":23,"from_id":1,"sending_date":22042023,"sending_time":1320,"context":"Time is 13:20 rn","username":"You"},{"id":22,"from_id":1,"sending_date":22042023,"sending_time":1051,"context":"Time is 10:51","username":"You"},{"id":21,"from_id":1,"sending_date":22042023,"sending_time":1007,"context":"00:45","username":"You"},{"id":20,"from_id":1,"sending_date":22042023,"sending_time":1006,"context":"00:45 again","username":"You"},{"id":19,"from_id":1,"sending_date":22042023,"sending_time":957,"context":"Edited","username":"You"},{"id":18,"from_id":1,"sending_date":22042023,"sending_time":956,"context":"00:45 should be","username":"You"},{"id":17,"from_id":1,"sending_date":22042023,"sending_time":954,"context":"00:51 should be","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":2,"mode":2,"start_id":51,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":2,"mode":2,"start_id":51,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 2
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":51,"from_id":1,"sending_date":22042023,"sending_time":1522,"context":"Edited","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":51,"from_id":1,"sending_date":22042023,"sending_time":1522,"context":"Edited","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":3,"pattern":"T"}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":3,"pattern":"T"}
TRACE: [Apr 23 2023 | 14:40:09] Chat search request
TRACE: [Apr 23 2023 | 14:40:09] {"chats":[{"name":"Test1","color":0,"id":3},{"name":"Test2","color":0,"id":4}],"rtype":8}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"chats":[{"name":"Test1","color":0,"id":3},{"name":"Test2","color":0,"id":4}],"rtype":8}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":3,"pattern":"Te"}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":3,"pattern":"Te"}
TRACE: [Apr 23 2023 | 14:40:09] Chat search request
TRACE: [Apr 23 2023 | 14:40:09] {"chats":[{"name":"Test1","color":0,"id":3},{"name":"Test2","color":0,"id":4}],"rtype":8}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"chats":[{"name":"Test1","color":0,"id":3},{"name":"Test2","color":0,"id":4}],"rtype":8}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":4,"room_id":4}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":4,"room_id":4}
TRACE: [Apr 23 2023 | 14:40:09] mx_add_room_member()
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":7}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":7}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Get joined chats request
TRACE: [Apr 23 2023 | 14:40:09] exec sql req
TRACE: [Apr 23 2023 | 14:40:09] {"chats":[{"name":"Test1","color":0,"id":1},{"name":"ChatWithUser1","color":0,"id":2},{"name":"Test2","color":0,"id":4}],"rtype":13}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"chats":[{"name":"Test1","color":0,"id":1},{"name":"ChatWithUser1","color":0,"id":2},{"name":"Test2","color":0,"id":4}],"rtype":13}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":1,"mode":2,"start_id":59,"count":10000}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 1
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":59,"from_id":1,"sending_date":22042023,"sending_time":1810,"context":"Hi","username":"You"}],"deleted":[],"edited":[],"rtype":12}
TRACE: [Apr 23 2023 | 14:40:09] Request was received: {"rtype":8,"room_id":4,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:40:09] Request was received
TRACE: [Apr 23 2023 | 14:40:09] {"rtype":8,"room_id":4,"mode":1,"start_id":-2,"count":10}
TRACE: [Apr 23 2023 | 14:40:09] Hadling get chat messages
TRACE: [Apr 23 2023 | 14:40:09] ID
TRACE: [Apr 23 2023 | 14:40:09] 4
TRACE: [Apr 23 2023 | 14:40:09] Building message array
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":64,"from_id":2,"sending_date":22042023,"sending_time":1933,"context":"Hey","username":"Root"},{"id":63,"from_id":1,"sending_date":22042023,"sending_time":1812,"context":"Edited","username":"You"},{"id":62,"from_id":2,"sending_date":22042023,"sending_time":1811,"context":"Edited","username":"Root"}],"deleted":[],"edited":[],"rtype":11}
TRACE: [Apr 23 2023 | 14:40:09] Sending response
TRACE: [Apr 23 2023 | 14:40:09] {"messages":[{"id":64,"from_id":2,"sending_date":22042023,"sending_time":1933,"context":"Hey","username":"Root"},{"id":63,"from_id":1,"sending_date":22042023,"sending_time":1812,"context":"Edited","username":"You"},{"id":62,"from_id":2,"sending_date":22042023,"sending_time":1811,"context":"Edited","username":"Root"}],"deleted":[],"edited":[],"rtype":11}
